Aprika	Afriko
Wikipedia:Konsultasyon	Vikipedio:Informo
Padron:Authority control	Ŝablono:Bibliotekoj
Ensina	Glano
Wikipedia:Maging mangahas	Vikipedio:Redaktu kun kuraĝo
Pulang singkamas	Rapo
Padron:Cquote	Ŝablono:Citaĵo
Kategorya:Mga Aleman	Kategorio:Germanoj
Kategorya:Mga Amerikano	Kategorio:Usonanoj
Kategorya:Mga artista	Kategorio:Aktoroj
Kategorya:Mga Britaniko	Kategorio:Britoj
Kategorya:Mga Pranses	Kategorio:Francoj
Padron:Chess diagram	Ŝablono:Ŝakdiagramo
Kategorya:Panitikang Aleman	Kategorio:Germanlingva literaturo
Kategorya:Mga Suwiso	Kategorio:Svisoj
Kategorya:Mga Italyano	Kategorio:Italoj
Kategorya:Mga ilog ng Europa	Kategorio:Riveroj en Eŭropo
Kategorya:Nobela	Kategorio:Romanoj
Kategorya:Mga musiko mula sa Estados Unidos	Kategorio:Usonaj muzikistoj
Kategorya:Mga direktor ng pelikula	Kategorio:Filmoreĝisoroj
Kategorya:Mga pintor mula sa Alemanya	Kategorio:Germanaj pentristoj
Kategorya:LGBT	Kategorio:GLAT
Padron:Userbox	Ŝablono:Uzantoskatolo1
Kategorya:Google	Kategorio:Google
Padron:Wikipedialang	Ŝablono:ĈefPaĝo/AliajLingvoj
Padron:UnangPahinaBalita	Ŝablono:ĈefPaĝoMondAktualaĵo
Kategorya:Malayang software	Kategorio:Libera programaro
Kategorya:Batas	Kategorio:Juro
Kategorya:Mga bansa	Kategorio:Landoj
Kategorya:Ekonomiya	Kategorio:Ekonomiko
Wikipedia:Pagpapalit ng bansag	Vikipedio:Alinomi uzanton
Wikipedia:Tagapangasiwa	Vikipedio:Administrantoj
Kategorya:Mga pangkat-etniko sa Pilipinas	Kategorio:Etnoj en Filipinoj
Kategorya:Mga pangkat-etniko sa Mehiko	Kategorio:Etnoj en Meksiko
Kategorya:Kazakhstan	Kategorio:Kazaĥio
Kategorya:Mga tao	Kategorio:Personoj
Wikipedia:Nominasyon para sa Tagapangasiwa ng Wikipediang Tagalog	Vikipedio:Administrantoj/kandidatoj
Kategorya:Mga pangkat-etniko	Kategorio:Etnoj
Kategorya:Trabaho	Kategorio:Profesioj
Kategorya:Mga tao ayon sa trabaho	Kategorio:Homoj laŭ profesioj
Wikipedia:Patakaran sa bot	Vikipedio:Roboto
Kategorya:Mga nakatagong kategorya	Kategorio:Kaŝitaj kategorioj
Kategorya:Kalikasan	Kategorio:Naturo
Kategorya:Internet	Kategorio:Interreto
Kategorya:Pera	Kategorio:Mono
Kategorya:Botanika	Kategorio:Botaniko
Kategorya:Inhenyeriya	Kategorio:Inĝenierarto
Kategorya:Mga materyales	Kategorio:Materialoj
Kategorya:Mga dating bansa sa Europa	Kategorio:Pereintaj ŝtatoj de Eŭropo
Kategorya:Sistemang nerbiyos	Kategorio:Nerva sistemo
Kategorya:Anatomiya	Kategorio:Anatomio
Kategorya:Panggagamot	Kategorio:Medicino
Kategorya:Politika	Kategorio:Politiko
Kategorya:Edukasyon	Kategorio:Edukado
Kategorya:Sining	Kategorio:Arto
Kategorya:Software	Kategorio:Programaro
Pagtutuos	Kontado
Ehipto	Egiptujo
Chimpanzee	Ĉimpanzo
Mga Pilipino	Filipinanoj
Kategorya:2013	Kategorio:2013
Tatampal (isda)	Flundro
Kategorya:Agnostisismo	Kategorio:Agnostikismo
Kategorya:Mga pilosopo	Kategorio:Filozofoj
Kategorya:Estadistika	Kategorio:Statistiko
Kategorya:Halalan	Kategorio:Baloto
Padron:Bot	Ŝablono:Bot
Trapiko	Trafiko
Canada	Kanado
Kategorya:Unggarya	Kategorio:Hungario
Kategorya:Belhika	Kategorio:Belgio
Kategorya:Tsipre	Kategorio:Kipro
Kategorya:Republikang Tseko	Kategorio:Ĉeĥio
Kategorya:Dinamarka	Kategorio:Danio
Kategorya:Estonia	Kategorio:Estonio
Kategorya:Pinlandiya	Kategorio:Finnlando
Kategorya:Gresya	Kategorio:Grekio
Kategorya:Islandya	Kategorio:Islando
Kategorya:Lithuania	Kategorio:Litovio
Kategorya:Suwesya	Kategorio:Svedio
Kategorya:Slovakia	Kategorio:Slovakio
Kategorya:Islobenya	Kategorio:Slovenio
Wikipedia:Karapatang-ari	Vikipedio:Aŭtorrajto
Kategorya:Mga astronomo mula sa Estados Unidos	Kategorio:Usonaj astronomoj
Kategorya:Napiling artikulo	Kategorio:Elstaraj artikoloj
Wikipedia:Mga larawan at midyang buburahin	Vikipedio:Forigendaj dosieroj
Kategorya:Mga kimiko	Kategorio:Kemiistoj
Dimensiyon	Dimensio
Kategorya:Mga digmaan	Kategorio:Militoj
Kategorya:Larong bidyo	Kategorio:Videoludoj
Kategorya:Laro	Kategorio:Ludoj
Kategorya:Microsoft	Kategorio:Mikrosofto
Kategorya:Berlin	Kategorio:Berlino
Kategorya:Leipzig	Kategorio:Lepsiko
Kategorya:Mga bansa sa Europa	Kategorio:Eŭropaj landoj
Kategorya:Europa	Kategorio:Eŭropo
Kategorya:Wikipedia help	Kategorio:Helpo
Tulong:Paggamit ng pahina ng usapan	Vikipedio:Diskutpaĝo
Wikipedia:Kasalukuyang pangyayari	Vikipedio:Aktualaĵoj
Padron:Documentation	Ŝablono:Dok
Kategorya:Wikipedia deletion	Kategorio:Vikipedio:Forigoj
Kategorya:Articles with topics of unclear notability	Kategorio:Artikoloj kun dubinda menciindeco
Wikipedia:Paglalagay ng mga larawan	Vikipedio:Kiel uzi bildojn
Wikipedia:Komentaryo	Vikipedio:Peto pri komento
Wikipedia:Makipag-ugnayan sa amin	Vikipedio:Kontaktoj
Wikipedia:Puntahan ng pamayanan	Portalo:Komunumo
Kategorya:Mga tagagamit ayon sa wika	Kategorio:Vikipediistoj laŭ lingvo
Wikipedia:Pabayaan ang patakaran	Vikipedio:Ignoru regulojn
Wikipedia:Walang pinapanigang pananaw	Vikipedio:Neŭtrala vidpunkto
Wikipedia:Sariling talambuhay	Vikipedio:Membiografio
Wikipedia:Usbong	Vikipedio:Ĝermo
Wikipedia:Mag-hinuha ng katapatan	Vikipedio:Supozu bonajn intencojn
Wikipedia:Bandalismo	Vikipedio:Vandalismo
Wikipedia:Mga hiniling na artikulo	Vikipedio:Dezirataj artikoloj
Sung Jae-ki	Sung Jae-gi
Alfonso Falero	Alfonso Falero
Aisha	Aiŝa
Pusod (paliparan)	Flugkompania nabo
Negosyo	Profitcela organizaĵo
Almondigas	Viandobulo
Instituto Federal da Bahia	Federacia Instituto de Bahio
Padron:Softredirect	Ŝablono:Intervikia plusendilo
Padron:Burahin	Ŝablono:Forigu tuj
Kategorya:Mga manlalaro ng tenis	Kategorio:Tenisistoj
Gastropoda	Gastropodoj
Estilo ng titik	Tiparo
Kategorya:Teknolohiya	Kategorio:Teknologio
Kategorya:World Wide Web	Kategorio:Tut-Tera Teksaĵo
Padron:Succession	Ŝablono:Sinsekvo
Kategorya:Henetika	Kategorio:Genetiko
Palabatasan	Jurfilozofio
Kategorya:Mga wika	Kategorio:Lingvoj
Kategorya:Balarila	Kategorio:Gramatiko
Kategorya:Kalendaryo	Kategorio:Kalendaro
Kategorya:Wikipedia	Kategorio:Vikipedio
Fresnillo de Trujano	Fresnillo de Trujano
Wangis-baka	Bovenoj
Wikipedia:Pangkalahatang pagtatanggi	Vikipedio:Malgarantio
Kawal	Soldato
Kategorya:Kasalukuyang pangyayari	Kategorio:Aktualaĵoj
Wikipedia:Patakaran sa paglilihim	Vikipedio:Respekto de la privateco
Wikipedia:Mga gabay sa estilo sa paglalathala	Vikipedio:Stilogvido
Wikipedia:Pagbura ng mga pahina	Vikipedio:Reguloj pri forigado
PlayStation 4	PlayStation 4
Kategorya:Inmunolohiya	Kategorio:Imunologio
Padron:Navbox	Ŝablono:Navigilo2
Padron:Tuwirang daan	Ŝablono:Mallongigo
Padron:Tracklist	Ŝablono:Kantolisto
Bali	Rompo
Laro bago magtalik	Antaŭludo (sekseco)
Katarungan	Justeco
Liryo	Lilio
Kategorya:Mga lungsod ng Iran	Kategorio:Urboj de Irano
Kategorya:Heograpiya ng Iran	Kategorio:Geografio de Irano
Padron:Policy in a nutshell	Ŝablono:Resumo
Kategorya:Nabubuhay na mga tao	Kategorio:Vivantaj homoj
Padron:Fact	Ŝablono:Mankas fonto
Kategorya:Mga artikulong kinukwestiyon ang neutralidad	Kategorio:Artikoloj kun malneŭtrala enteno
Kategorya:Articles to be split	Kategorio:Disigendaj artikoloj
Kategorya:Wikipedia maintenance	Kategorio:Artikoloj bezonantaj plibonigon
Kategorya:Tenis	Kategorio:Teniso
Kategorya:Mga krusada	Kategorio:Krucmilitoj
Kategorya:Kompyuter	Kategorio:Aplikata komputiko
Kategorya:Kamatayan ayon sa sanhi	Kategorio:Personoj laŭ forpasaj kaŭzoj
Padron:!	Ŝablono:!
Padron:!-	Ŝablono:!-
Padron:!!	Ŝablono:!!
Padron:Navbar	Ŝablono:Tnavbar
Padron:Void	Ŝablono:Nevalida
Padron:Unicode	Ŝablono:Unicode
Kategorya:Wikipedia formatting templates	Kategorio:Ŝablono:Formatigo
Pananampalataya	Fido
Padron:E	Ŝablono:X10
Padron:Color	Ŝablono:Kolorteksto
Disyembre 2014	Decembro de 2014
Bahag	Ŝnurkalsoneto
Simiiformes	Simiulo
Wikipedia:Talaan ng mga artikulong kailangan ng lahat ng wika	Vikipedio:Listo de havendaj artikoloj
Kategorya:Aprika	Kategorio:Afriko
Kategorya:Hulyo	Kategorio:Julio
Kategorya:Bilang	Kategorio:Nombroj
Kategorya:Hunyo	Kategorio:Junio
Kategorya:Elektroniks	Kategorio:Elektroniko
Kategorya:Bibliya	Kategorio:Biblio
Kategorya:Dokumento	Kategorio:Dokumentoj
Kategorya:Aklat	Kategorio:Libroj
Kategorya:Buwan (panahon)	Kategorio:Monatoj
Padron:Wikisource	Ŝablono:Vikifontaro
Padron:Babel	Ŝablono:Babelejo
Padron:Commons	Ŝablono:Commons
Padron:Link GA	Ŝablono:LigoLeginda
Padron:Reflist	Ŝablono:Referencoj
Kategorya:Inhenyeriyang elektriko	Kategorio:Elektrotekniko
Kategorya:Mga disiplina ng inhenyeriya	Kategorio:Studfakoj de inĝenierarto
Padron:AFG	Ŝablono:AFG
Padron:AGO	Ŝablono:AGO
Padron:NavPeriodicTable	Ŝablono:Perioda tabelo por informkestoj
Kategorya:Dermatolohiya	Kategorio:Haŭtmedicino
Kategorya:WikiProyekto	Kategorio:Vikipedio:Projektoj
Wikipedia:Paghahanap sa Wikipedia	Helpo:Serĉado
Padron:Gnunote	Ŝablono:Gnunote
Padron:Commonwealth nations	Ŝablono:Komunumo de Nacioj
Padron:Stub	Ŝablono:Ĝermo
Kategorya:Mga panahong pangkasaysayan	Kategorio:Historio laŭ epokoj
Padron:User af-1	Ŝablono:Vikipediisto af-1
Padron:User ar-1	Ŝablono:Vikipediisto ar-1
Padron:User eo-1	Ŝablono:Vikipediisto eo-1
Padron:See also	Ŝablono:Vidu ankaŭ
Padron:User da-2	Ŝablono:Vikipediisto da-2
Padron:User ca-1	Ŝablono:Vikipediisto ca-1
Padron:User ca-4	Ŝablono:Vikipediisto ca-4
Padron:User da-1	Ŝablono:Vikipediisto da-1
Padron:User eo-3	Ŝablono:Vikipediisto eo-3
Padron:User de	Ŝablono:Vikipediisto de
Padron:User de-1	Ŝablono:Vikipediisto de-1
Padron:User es	Ŝablono:Vikipediisto es
Padron:User de-3	Ŝablono:Vikipediisto de-3
Padron:User en-3	Ŝablono:Vikipediisto en-3
Padron:User en-1	Ŝablono:Vikipediisto en-1
Padron:User en-2	Ŝablono:Vikipediisto en-2
Padron:User en-4	Ŝablono:Vikipediisto en-4
Padron:User fi	Ŝablono:Vikipediisto fi-D
Padron:User en	Ŝablono:Vikipediisto en
Padron:User de-2	Ŝablono:Vikipediisto de-2
Padron:User es-1	Ŝablono:Vikipediisto es-1
Padron:User fa	Ŝablono:Vikipediisto fa
Padron:User fr-1	Ŝablono:Vikipediisto fr-1
Kategorya:Kultura ng Estados Unidos	Kategorio:Kulturo de Usono
Kategorya:Kultura ayon sa bansa	Kategorio:Kulturo laŭ landoj
Kategorya:Materya	Kategorio:Materio
Kategorya:Konsepto	Kategorio:Ideoj
Kategorya:Buhay	Kategorio:Vivo
Kategorya:Sansinukob	Kategorio:Universo
Padron:User he-2	Ŝablono:Vikipediisto he-2
Padron:User it-3	Ŝablono:Vikipediisto it-3
Padron:User ja-4	Ŝablono:Vikipediisto ja-4
Padron:User tr-2	Ŝablono:Vikipediisto tr-2
Padron:User ja	Ŝablono:Vikipediisto ja
Padron:User ja-1	Ŝablono:Vikipediisto ja-1
Padron:User it-1	Ŝablono:Vikipediisto it-1
Padron:User fr	Ŝablono:Vikipediisto fr
Kiwi	Kivo
Wikipedia:Maghanap o magkumpuni ng stub	Vikipedio:Perfekta ĝermo de artikolo
Kategorya:Epidemiyolohiya	Kategorio:Epidemiologio
Kategorya:Seudosiyensiya	Kategorio:Pseŭdoscienco
Kategorya:Pebrero	Kategorio:Februaro
Kategorya:1957	Kategorio:1957
Kategorya:1949	Kategorio:1949
Kategorya:1927	Kategorio:1927
Kategorya:1919	Kategorio:1919
Padron:Location map/Info	Ŝablono:Situo sur mapo/informoj
Kategorya:Mga neurosiyentipiko	Kategorio:Neŭrosciencistoj
Kategorya:Navbox (navigational) templates	Kategorio:Ŝablono:Navigilo
Kategorya:Kulisap	Kategorio:Insektoj
Kategorya:Moldova	Kategorio:Moldavio
Padron:HRV	Ŝablono:HRV
Kategorya:Aserbayan	Kategorio:Azerbajĝano
Kategorya:Dinastiya	Kategorio:Dinastioj
Kategorya:Asya	Kategorio:Azio
Kategorya:Tsile	Kategorio:Ĉilio
Kategorya:Ika-21 siglo	Kategorio:21-a jarcento
Kategorya:Wikipedia maintenance templates	Kategorio:Ŝablono:Zorgilo
Kategorya:User uk	Kategorio:Vikipediisto uk
Kategorya:Timog Amerika	Kategorio:Sudameriko
Kategorya:Castilla y León	Kategorio:Kastilio kaj Leono
Kategorya:1930	Kategorio:1930
Kategorya:User uk-N	Kategorio:Vikipediisto uk-D
Kategorya:1936	Kategorio:1936
Kategorya:1947	Kategorio:1947
Kategorya:1937	Kategorio:1937
Kategorya:1940	Kategorio:1940
Kategorya:1934	Kategorio:1934
Kategorya:1960	Kategorio:1960
Kategorya:1943	Kategorio:1943
Kategorya:1951	Kategorio:1951
Kategorya:1942	Kategorio:1942
Kategorya:Mga rehiyon ng Italya	Kategorio:Regionoj de Italio
Kategorya:1959	Kategorio:1959
Kategorya:1938	Kategorio:1938
Kategorya:1928	Kategorio:1928
Kategorya:1913	Kategorio:1913
Kategorya:1918	Kategorio:1918
Kategorya:1954	Kategorio:1954
Padron:Calabria	Ŝablono:Kalabrio
Kategorya:Malaysia	Kategorio:Malajzio
Kategorya:1941	Kategorio:1941
Kategorya:1955	Kategorio:1955
Kategorya:1950	Kategorio:1950
Kategorya:Pagkain	Kategorio:Manĝaĵoj
Kategorya:1921	Kategorio:1921
Kategorya:1977	Kategorio:1977
Kategorya:1946	Kategorio:1946
Kategorya:1948	Kategorio:1948
Kategorya:1932	Kategorio:1932
Kategorya:1945	Kategorio:1945
Padron:Mod	Ŝablono:Mod
Kategorya:1923	Kategorio:1923
Kategorya:1935	Kategorio:1935
Kategorya:1910	Kategorio:1910
Kategorya:1917	Kategorio:1917
Kategorya:1904	Kategorio:1904
Kategorya:1926	Kategorio:1926
Padron:NasaCommons	Ŝablono:Nun en Komunejo
Kategorya:1907	Kategorio:1907
Kategorya:1914	Kategorio:1914
Padron:ISO639-3Documentation	Ŝablono:ISO639-3 ligilo
Kategorya:1929	Kategorio:1929
Kategorya:1920	Kategorio:1920
Kategorya:1925	Kategorio:1925
Padron:User uk	Ŝablono:Vikipediisto uk
Kategorya:1905	Kategorio:1905
Kategorya:1915	Kategorio:1915
Padron:User es-2	Ŝablono:Vikipediisto es-2
Kategorya:Ensiklopedya	Kategorio:Enciklopedioj
Kategorya:1908	Kategorio:1908
Kategorya:User warning templates	Kategorio:Ŝablono:Averto por uzantoj
Padron:Bati	Ŝablono:Bonvenon
Kategorya:1901	Kategorio:1901
Kategorya:1903	Kategorio:1903
Kategorya:1902	Kategorio:1902
Kategorya:1900	Kategorio:1900
Padron:Ru icon	Ŝablono:Ru
Padron:Wikipediasister	Ŝablono:ĈefPaĝo/AliajProjektoj
Kategorya:1933	Kategorio:1933
Kategorya:Araw (panahon)	Kategorio:Tagoj de la semajno
Kategorya:1912	Kategorio:1912
Kategorya:Coordinates templates	Kategorio:Ŝablono:Kun koordinatoj
Kategorya:1952	Kategorio:1952
Kategorya:Wikipedia template management	Kategorio:Projekto:Ŝablonoj
Kategorya:Parmakolohiya	Kategorio:Farmakologio
Kategorya:Mga kapisanan	Kategorio:Organizaĵoj
Kategorya:Lingguwistika	Kategorio:Lingvoscienco
Kategorya:Mga manlalayag	Kategorio:Maristoj
Kategorya:1911	Kategorio:1911
Kategorya:1922	Kategorio:1922
Padron:ITA	Ŝablono:ITA
Kategorya:1924	Kategorio:1924
Padron:Female reproductive system	Ŝablono:Reprodukta sistemo
Kategorya:1906	Kategorio:1906
Kategorya:Okultismo	Kategorio:Okultismo
Padron:GEO	Ŝablono:GEO
Padron:BOL	Ŝablono:BOL
Kategorya:Link templates	Kategorio:Ŝablono:Lighelpo
Padron:Userbox-2	Ŝablono:Uzantoskatolo-2
Kategorya:User fr-1	Kategorio:Vikipediisto fr-1
Padron:Wikiquote	Ŝablono:Vikicitaro
Padron:Image label	Ŝablono:Marko sur bildo
Kategorya:Pambansang awit	Kategorio:Naciaj himnoj
Padron:Translated page	Ŝablono:Tradukita
Padron:Infobox central bank	Ŝablono:Informkesto centra banko
Padron:MDG	Ŝablono:MDG
Padron:Olympics infobox	Ŝablono:Informkesto olimpiko
Padron:Infobox automobile	Ŝablono:Informkesto aŭto
Padron:Ja icon	Ŝablono:Ja
Padron:Ahnentafel-compact5	Ŝablono:Ahnentafel-compact5
Padron:Infobox musical artist	Ŝablono:Informkesto muzika artisto
Padron:PSE	Ŝablono:PSE
Padron:Infobox islands	Ŝablono:Informkesto insulo
Padron:Infobox Football biography 2	Ŝablono:Informkesto futbalisto
Padron:Es icon	Ŝablono:Es
Padron:Ambox	Ŝablono:ArtikolaMesaĝokesto
Padron:Infobox music genre	Ŝablono:Informkesto Muzika ĝenro
Kategorya:Falconiformes	Kategorio:Falkoformaj
Padron:EGY	Ŝablono:EGY
Padron:Infobox anthem	Ŝablono:Informkesto nacia himno
Padron:Navigational templates	Ŝablono:Navigilaro
Padron:MYT	Ŝablono:MYT
Kategorya:Kasaysayan ng Estados Unidos	Kategorio:Historio de Usono
Padron:Cs icon	Ŝablono:Cs
Padron:Userboxbottom	Ŝablono:Uzantoskatolaro/fino
Kategorya:Prepekturang Okinawa	Kategorio:Gubernio Okinavo
Kategorya:Mga lalawigan	Kategorio:Provincoj
Padron:Infobox Prepektura ng Hapon	Ŝablono:Japana gubernio
Padron:Infobox Country	Ŝablono:Informkesto lando
Padron:Infobox Software	Ŝablono:Informkesto programaro
Padron:STP	Ŝablono:STP
Padron:VEN	Ŝablono:VEN
Padron:Infobox airline	Ŝablono:Informkesto flugkompanio
Padron:Fi icon	Ŝablono:Fi
Padron:Wide image	Ŝablono:Granda dosiero
Padron:Infobox aircraft occurrence	Ŝablono:Informkesto aviadila akcidento
Padron:Infobox Military Conflict	Ŝablono:Informkesto milito
Padron:Flatlist	Ŝablono:Listo de elementoj
Padron:PHL	Ŝablono:PHL
Padron:Tuskanya	Ŝablono:Toskanio
Padron:Userboxtop	Ŝablono:Uzantoskatolaro/komenco
Padron:ROU	Ŝablono:ROU
Padron:BHR	Ŝablono:BHR
Padron:TUR	Ŝablono:TUR
Padron:Tvtome person	Ŝablono:Tv.com nomo
Padron:Infobox mountain pass	Ŝablono:Informkesto montpasejo
Padron:Sardinia	Ŝablono:Sardio
Padron:Infobox paraon	Ŝablono:Informkesto Faraono
Padron:Infobox VG	Ŝablono:Informkesto komputila kaj videoludo
Padron:Start box	Ŝablono:Komencskatolo
Padron:Bisyesto	Ŝablono:ISLEAPYEAR
Padron:Nom	Ŝablono:Nomumita
Padron:Infobox U.S. County	Ŝablono:Informkesto usona kantono
Padron:DJI	Ŝablono:DJI
Padron:Windows	Ŝablono:Kronologio de Vindozo
Padron:Infobox scientist	Ŝablono:Informkesto sciencisto
Padron:Infobox university	Ŝablono:Informkesto universitato
Padron:Cite journal	Ŝablono:Citaĵo el gazeto
Padron:Infobox company	Ŝablono:Informkesto firmao
Padron:BRN	Ŝablono:BRN
Padron:Cookbook	Ŝablono:Vikilibroj
Padron:Ref-gl	Ŝablono:Gl
Padron:PCN	Ŝablono:PCN
Padron:Lang-ar	Ŝablono:Lang-ar
Padron:Cite news	Ŝablono:Citaĵo el novaĵo
Padron:Napiling artikulo	Ŝablono:Elstara
Padron:Zh-c	Ŝablono:Zh-c
Kategorya:Ipinanganak noong 1875	Kategorio:Naskiĝintoj en 1875
Kategorya:Ipinanganak noong 1856	Kategorio:Naskiĝintoj en 1856
Padron:Infobox monarch	Ŝablono:Informkesto reganto
Kategorya:Ghana	Kategorio:Ganao
Kategorya:Paris	Kategorio:Parizo
Kategorya:User en-4	Kategorio:Vikipediisto en-4
Kategorya:Togo	Kategorio:Togolando
Kategorya:User en	Kategorio:Vikipediisto en
Kategorya:User zh	Kategorio:Vikipediisto zh
Padron:Infobox award	Ŝablono:Informkesto Premio
Kategorya:Croatia	Kategorio:Kroatio
Kategorya:User zh-N	Kategorio:Vikipediisto zh-D
Kategorya:User en-2	Kategorio:Vikipediisto en-2
Kategorya:Mga komposisyong pangmusika	Kategorio:Komponaĵoj
Padron:Infobox	Ŝablono:Informkesto
Kategorya:Namatay noong 1902	Kategorio:Mortintoj en 1902
Kategorya:Mga alpabeto	Kategorio:Alfabeto
Kategorya:Kasaysayan ayon sa bansa	Kategorio:Historio laŭ landoj
Padron:Template other	Ŝablono:Ĉu ŝablono
Padron:Legend	Ŝablono:Priskribo
Kategorya:Punong Ministro ng Norway	Kategorio:Ĉefministroj de Norvegio
Padron:Cite web	Ŝablono:Citaĵo el la reto
Padron:YouTube	Ŝablono:YouTube
Padron:AZ	Ŝablono:A-Z
Kategorya:Talambuhay	Kategorio:Biografio
Padron:Infobox writing system	Ŝablono:Informkesto skribo
Kategorya:Abyasyon	Kategorio:Aviado
Kategorya:Mga kategorya ayon sa bansa	Kategorio:Kategorioj laŭ landoj
Kategorya:Mga pangalan	Kategorio:Nomoj
Padron:User ru-4	Ŝablono:Vikipediisto ru-4
Kategorya:Mga bayan at mga lungsod sa Turkiya	Kategorio:Urboj de Turkio
Kategorya:Pagkain at inumin	Kategorio:Kuirarto
Kategorya:Asukal	Kategorio:Sukero
Kategorya:Magasin	Kategorio:Gazetoj
Padron:Future	Ŝablono:Futuro
Kategorya:Teoriyang estadistiko	Kategorio:Statistika teorio
Kategorya:Pagsasalin	Kategorio:Traduko
Kategorya:Mga papa	Kategorio:Papoj
Padron:Pp-template	Ŝablono:Pp-ŝablono
Kategorya:Kasaysayan ng Netherlands	Kategorio:Historio de Nederlando
Kategorya:Mga Kagawaran ng Colombia	Kategorio:Departementoj de Kolombio
Padron:Min	Ŝablono:Minimumo
Kategorya:Mga deidad	Kategorio:Gedioj
Kategorya:Rosaceae	Kategorio:Rozacoj
Kategorya:Batas panrelihiyon	Kategorio:Religia juro
Kategorya:Mga sinaunang taong Hermaniko	Kategorio:Antikvaj ĝermanoj
Kategorya:Utak	Kategorio:Cerbo
Padron:Ref-lang	Ŝablono:Ref-lang
Kategorya:Agrikultura	Kategorio:Agrikulturo
Kategorya:Ang Holocaust	Kategorio:Holokaŭsto
Kategorya:Mga kimiko mula sa Estados Unidos	Kategorio:Usonaj kemiistoj
Kategorya:Mga kimiko mula sa Rusya	Kategorio:Kemiistoj de Rusio
Kategorya:Mga siyentipiko mula sa Dinamarka	Kategorio:Danaj sciencistoj
Kategorya:Mga kimiko mula sa Dinamarka	Kategorio:Danaj kemiistoj
Kategorya:Mga taga-Kazakhstan	Kategorio:Kazaĥoj
Kategorya:Politika ng Tsipre	Kategorio:Politiko de Kipro
Kategorya:Mikrobiyolohiya	Kategorio:Mikrobiologio
Padron:Pp-semi-template	Ŝablono:Pp-duone-ŝablono
Padron:Seven Wonders of the Ancient World	Ŝablono:Sep mirindaĵoj
Kategorya:Mekanikang quantum	Kategorio:Kvantummekaniko
Kategorya:Mga pangulo	Kategorio:Prezidantoj
Kategorya:Mga bundok	Kategorio:Montoj
Padron:User ru	Ŝablono:Vikipediisto ru
Kategorya:Ika-20 siglo	Kategorio:20-a jarcento
Padron:ITIS	Ŝablono:ITIS
Kategorya:Mga politiko	Kategorio:Politikistoj
Kategorya:Amerika	Kategorio:Ameriko
Padron:Ibang gamit	Ŝablono:Aliaj signifoj
Kategorya:Mga pampalasa	Kategorio:Spicoj
Kategorya:Seguridad	Kategorio:Protektado
Padron:GFDL	Ŝablono:GFDL
Kategorya:Mga genre ng pelikula	Kategorio:Filmĝenroj
Kategorya:Mga tao ayon sa kabansaan	Kategorio:Homoj laŭ nacioj
Kategorya:Imperyong Bisantino	Kategorio:Bizanca imperio
Kategorya:Palestina	Kategorio:Palestino
Kategorya:Mga tagapagsalin	Kategorio:Tradukistoj
Padron:Mga Pangulo ng Estados Unidos	Ŝablono:Prezidentoj de Usono
Kategorya:Anghel	Kategorio:Anĝeloj
Padron:Language with name	Ŝablono:LingvoKunNomo
Kategorya:Mga maalamat na nilalang	Kategorio:Mitologiaj kreitaĵoj
Padron:Imbox	Ŝablono:BildaMesaĝokesto
Padron:Infobox mountain	Ŝablono:Informkesto monto
Padron:Navbox subgroup	Ŝablono:Navigilo subgrupo
Padron:Non-free use rationale	Ŝablono:Informkesto justa uzo
Padron:Birth year and age	Ŝablono:Naskiĝdato kaj aĝo
Padron:Infobox TV channel	Ŝablono:Informkesto televida kanalo
Kategorya:Mga tinapay	Kategorio:Panoj
Padron:Archive box	Ŝablono:Arkivo
Padron:Category redirect	Ŝablono:Kategoria alidirekto
Kategorya:Accipitridae	Kategorio:Akcipitredoj
Padron:Regions of Italy	Ŝablono:Regionoj de Italio
Padron:Infobox Officeholder	Ŝablono:Informkesto politikisto
Padron:Sisterlinkswp	Ŝablono:Projektoj
Padron:CPV	Ŝablono:CPV
Kategorya:Dasal	Kategorio:Preĝoj
Kategorya:Mga nagsasariling pamayanan at lungsod ng Espanya	Kategorio:Aŭtonomaj Komunumoj de Hispanio
Padron:Death date and age	Ŝablono:Mortodato kaj aĝo
Kategorya:Ipinanganak noong 1879	Kategorio:Naskiĝintoj en 1879
Padron:URS	Ŝablono:Sovetio
Kategorya:Stub (Tao)	Kategorio:Ĝermoj pri biografio
Kategorya:Ipinanganak noong 1955	Kategorio:Naskiĝintoj en 1955
Kategorya:Social network	Kategorio:Sociaj retejoj
Kategorya:Ipinanganak noong 1963	Kategorio:Naskiĝintoj en 1963
Padron:PD-USGov	Ŝablono:PD-Usono-registaro
Kategorya:Namatay noong 1884	Kategorio:Mortintoj en 1884
Kategorya:Ipinanganak noong 1868	Kategorio:Naskiĝintoj en 1868
Kategorya:Tanakh	Kategorio:Tanaĥo
Kategorya:Ipinanganak noong 1812	Kategorio:Naskiĝintoj en 1812
Kategorya:Ipinanganak noong 1817	Kategorio:Naskiĝintoj en 1817
Kategorya:Ipinanganak noong 1837	Kategorio:Naskiĝintoj en 1837
Kategorya:Namatay noong 1863	Kategorio:Mortintoj en 1863
Kategorya:Ipinanganak noong 1829	Kategorio:Naskiĝintoj en 1829
Kategorya:Mga laureate ng Nobel sa kimika	Kategorio:Nobel-premiitoj pri kemio
