Africa	Afriko
Categoria:Fauna Russiae	Kategorio:Faŭno de Rusio
Categoria:Incolae Americae Septentrionalis	Kategorio:Nordamerikanoj
Categoria:Myrmecologia	Kategorio:Mirmekologio
Categoria:Parma	Kategorio:Parmo
Categoria:Scythia	Kategorio:Scitio
Categoria:Termini scientifici	Kategorio:Scienca terminologio
Categoria:Incolae Guadalupiae	Kategorio:Homoj de Gvadelupo
Categoria:Personificationes	Kategorio:Personigoj
Categoria:Aedificia Hiberniae	Kategorio:Konstruaĵoj en Irlando
Categoria:Personificatio in mythologia Graeca	Kategorio:Personigoj de la helena mitologio
Categoria:Lingua Coreana	Kategorio:Korea lingvo
Categoria:Theoria musicae	Kategorio:Muzika teorio
Formula:Imago multiplex	Ŝablono:Pluraj bildoj
Categoria:Eruditi Ucrainae	Kategorio:Sciencistoj de Ukrainio
Categoria:Scriptores Portugalliae	Kategorio:Portugalaj verkistoj
Categoria:Nati 1793	Kategorio:Naskiĝintoj en 1793
Categoria:Mortui 1852	Kategorio:Mortintoj en 1852
Categoria:Mortui 1880	Kategorio:Mortintoj en 1880
Categoria:1812	Kategorio:1812
Categoria:1793	Kategorio:1793
Categoria:Geometria	Kategorio:Geometrio
Categoria:Archaeologi Franciae	Kategorio:Francaj arkeologoj
Categoria:Mortui 1942	Kategorio:Mortintoj en 1942
Categoria:Pelliculae 1977	Kategorio:Filmoj aperintaj en 1977
Categoria:Pelliculae 1942	Kategorio:Filmoj aperintaj en 1942
Categoria:Geographia Lituaniae	Kategorio:Geografio de Litovio
Categoria:Aegyptologi	Kategorio:Egiptologoj
Categoria:Poetae Russiae	Kategorio:Poetoj de Rusio
Categoria:Canariae Insulae	Kategorio:Kanarioj
Categoria:Aegyptologia	Kategorio:Egiptologio
Categoria:Asterales	Kategorio:Asteraloj
Categoria:Urbes Algerii	Kategorio:Urboj de Alĝerio
Categoria:Compositiones compositore digestae	Kategorio:Verkoj laŭ komponistoj
Categoria:Wolfgangus Amadeus Mozart	Kategorio:Wolfgang Amadeus Mozart
Categoria:Musicologia	Kategorio:Muzikscienco
Categoria:Symphoniae	Kategorio:Simfonioj
Categoria:Provinciae Turciae	Kategorio:Provincoj de Turkio
Categoria:Compositiones forma musica digestae	Kategorio:Komponaĵoj laŭ muzika formo
Categoria:Urbes Israelis	Kategorio:Urboj de Israelo
Categoria:Cornales	Kategorio:Kornusaloj
Categoria:Artifices	Kategorio:Artistoj
Categoria:Aether	Kategorio:Eteroj
Categoria:Aedificia per civitates digesta	Kategorio:Fortikaĵoj laŭ landoj
Categoria:Musculi	Kategorio:Muskoloj
Categoria:Usores it	Kategorio:Vikipediisto it
Categoria:Constituta 2013	Kategorio:Aperis en 2013
Categoria:Usores it-1	Kategorio:Vikipediisto it-1
Categoria:Constituta 2012	Kategorio:Aperis en 2012
Categoria:Tasmania	Kategorio:Tasmanio
Categoria:Usores ja-1	Kategorio:Vikipediisto ja-1
Categoria:Malvaceae	Kategorio:Malvacoj
Categoria:Usores ka	Kategorio:Vikipediisto ka
Categoria:Usores ka-N	Kategorio:Vikipediisto ka-D
Categoria:Medici Franciae	Kategorio:Francaj kuracistoj
Categoria:Loci hereditatis mundialis in Graecia	Kategorio:Mondaj heredaĵoj en Grekio
Categoria:Medici Helvetiae	Kategorio:Svisaj kuracistoj
Categoria:Lingua Hungarica	Kategorio:Hungara lingvo
Categoria:Usores ko	Kategorio:Vikipediisto ko
Categoria:Civitatum Foederatarum civitates	Kategorio:Usonaj ŝtatoj
Categoria:Usores ko-1	Kategorio:Vikipediisto ko-1
Categoria:Pelliculae 2013	Kategorio:Filmoj aperintaj en 2013
Categoria:Usores ko-2	Kategorio:Vikipediisto ko-2
Categoria:Usores ko-3	Kategorio:Vikipediisto ko-3
Categoria:Usores ksh	Kategorio:Vikipediisto ksh
Categoria:Helsingia	Kategorio:Helsinko
Categoria:Politici Chiliae	Kategorio:Ĉiliaj politikistoj
Categoria:Usores ksh-N	Kategorio:Vikipediisto ksh-D
Categoria:1505	Kategorio:1505
Categoria:Mortui 251	Kategorio:Mortintoj en 251
Categoria:Usores la-1	Kategorio:Vikipediisto la-1
Categoria:Usores la-3	Kategorio:Vikipediisto la-3
Categoria:Praesides Sloveniae	Kategorio:Prezidantoj de Slovenio
Categoria:Geographia Australiae	Kategorio:Geografio de Aŭstralio
Categoria:Aves Tasmaniae	Kategorio:Birdoj de Tasmanio
Ulcus	Ulcero
Categoria:Mortui 720	Kategorio:Mortintoj en 720
Formula:Cite doi	Ŝablono:Cite doi
Categoria:Manufollium	Kategorio:Manpilkado
Formula:Exp	Ŝablono:Eksp
Categoria:Montes igniferi	Kategorio:Vulkanoj
Categoria:Mortui 1585	Kategorio:Mortintoj en 1585
Categoria:1556	Kategorio:1556
Categoria:1585	Kategorio:1585
Categoria:1596	Kategorio:1596
Categoria:Mortui 1553	Kategorio:Mortintoj en 1553
Categoria:Mortui 1556	Kategorio:Mortintoj en 1556
Categoria:Mortui 1521	Kategorio:Mortintoj en 1521
Categoria:Mortui 1564	Kategorio:Mortintoj en 1564
Categoria:Mortui 1536	Kategorio:Mortintoj en 1536
Categoria:1521	Kategorio:1521
Categoria:Historici Cechiae	Kategorio:Ĉeĥaj historiistoj
Categoria:Urbes Graeciae	Kategorio:Urboj de Grekio
Categoria:Vehicula caelestia	Kategorio:Kosmoveturiloj
Categoria:Fabales	Kategorio:Fabaloj
Categoria:Spiritualitas Catholica	Kategorio:Katolika spiriteco
Categoria:1564	Kategorio:1564
Categoria:Derbiensis comitatus	Kategorio:Derbyshire
Categoria:Incolae Bangladeshae	Kategorio:Bangladeŝanoj
Categoria:Mortui 672	Kategorio:Mortintoj en 672
Formula:Provinciae Romanae	Ŝablono:Romiaj provincoj
Categoria:Mortui 1111	Kategorio:Mortintoj en 1111
L=A=N=G=U=A=G=E	L=A=N=G=U=A=G=E (gazeto)
Oeconomia nationalis	Nacia ekonomio
Categoria:Scientia ad historiam scribendam pertinens	Kategorio:Helpaj historiaj sciencoj
Categoria:Mortui saeculo 12	Kategorio:Mortintoj en la 12-a jarcento
Categoria:Pelliculae 1952	Kategorio:Filmoj aperintaj en 1952
Categoria:Historia Albaniae	Kategorio:Historio de Albanio
Categoria:1553	Kategorio:1553
Categoria:Municipia Latii	Kategorio:Komunumoj de Latio
Categoria:1576	Kategorio:1576
Categoria:1592	Kategorio:1592
Categoria:1536	Kategorio:1536
Categoria:1560	Kategorio:1560
Categoria:Provincia Parmensis	Kategorio:Provinco Parma
Categoria:Provincia Ravennas	Kategorio:Provinco Ravenna
Categoria:Provincia Ariminensis	Kategorio:Provinco Rimini
Categoria:Provincia Ferrariensis	Kategorio:Provinco Ferrara
Categoria:Provincia Bononiensis	Kategorio:Provinco Bolonjo
Categoria:Provincia Mutinensis	Kategorio:Provinco Modena
Categoria:Provincia Foroliviensis-Caesenas	Kategorio:Provinco Forlì-Cesena
Categoria:Provincia Placentina	Kategorio:Provinco Piacenza
Categoria:Provincia Regiensis	Kategorio:Provinco Reggio Emilia
Formula:Praefecti urbi Lutetiae	Ŝablono:Ligiltabelo Urbestroj de Parizo
Categoria:Mortui 1596	Kategorio:Mortintoj en 1596
Formula:Distinguo	Ŝablono:Ne konfuzu
Categoria:Musica Havaiorum	Kategorio:Havaja muziko
Categoria:Mortui 66	Kategorio:Mortintoj en 66
Categoria:Mortui 1334	Kategorio:Mortintoj en 1334
Epulum	Manĝo
Categoria:Metaphilosophia	Kategorio:Metafilozofio
Categoria:Philosophia re digesta	Kategorio:Filozofio laŭ studkampoj
Categoria:Mortui 903	Kategorio:Mortintoj en 903
Categoria:Rationes investigationis	Kategorio:Esploraj manieroj
Categoria:Historia culturae	Kategorio:Kulturhistorio
Categoria:Aves Oceaniae	Kategorio:Birdoj de Oceanio
Categoria:Historiographia	Kategorio:Historiografio
Categoria:Encyclicae	Kategorio:Enciklikoj
Categoria:Oecologia aquatica	Kategorio:Akva ekologio
Categoria:Echinodermata	Kategorio:Ekinodermoj
Categoria:Subdivisiones Iraniae	Kategorio:Teritoria organizado de Irano
Categoria:Artes martiales	Kategorio:Luktoarto
Categoria:Linguae Philippinarum	Kategorio:Lingvoj de la Filipinoj
Categoria:Pelliculae criminales	Kategorio:Krimaj filmoj
Categoria:Mecca	Kategorio:Mekao
Categoria:Scientia materium	Kategorio:Materiala scienco
Categoria:Argolis	Kategorio:Argolando
Categoria:Boeotia	Kategorio:Beotio
Categoria:Nebulae planetariae	Kategorio:Planedumaj nebulozoj
Categoria:Collegia opificum	Kategorio:Sindikatoj
Categoria:Districtus Israelis	Kategorio:Distriktoj de Israelo
Categoria:Milites per civitates digesti	Kategorio:Militistoj laŭ landoj
Categoria:Compositores Renascentiae	Kategorio:Renesancaj komponistoj
Categoria:Visus	Kategorio:Vidado
Categoria:Nati saeculo 15 a.C.n.	Kategorio:Naskiĝintoj en la 15-a jarcento a.K.
Categoria:Spira	Kategorio:Speyer
Categoria:Praefecturae in Iaponia	Kategorio:Gubernioj de Japanio
Categoria:Aevum Holocaenum	Kategorio:Holoceno
Categoria:Philosophia socialis	Kategorio:Socia filozofio
Categoria:Provinciae Iraniae	Kategorio:Provincoj de Irano
Categoria:Saeculum 14 a.C.n.	Kategorio:14-a jarcento a.K.
Categoria:Mortui 1922	Kategorio:Mortintoj en 1922
Categoria:Urbes Franciae	Kategorio:Urboj de Francio
Categoria:Usores nn-2	Kategorio:Vikipediisto nn-2
Categoria:Formulae Hungariam spectantes	Kategorio:Ŝablono:Hungario
Categoria:Res politicae Helveticae	Kategorio:Politiko de Svislando
Categoria:Interlingua	Kategorio:Interlingvao
Categoria:Cultura Civitatum Foederatarum civitate digesta	Kategorio:Kulturo en Usono laŭ ŝtatoj
Formula:BrasiliaVex	Ŝablono:BRA
Categoria:Ecclesia Catholica	Kategorio:Romkatolika Eklezio
Categoria:Polynesia	Kategorio:Polinezio
Categoria:Incolae Ucrainae	Kategorio:Ukrainoj
Categoria:Foedera	Kategorio:Traktatoj
Categoria:Legati Poloniae	Kategorio:Polaj ambasadoroj
Categoria:Religio Anglicana	Kategorio:Anglikanismo
Categoria:Astronomi Nederlandiae	Kategorio:Nederlandaj astronomoj
Categoria:Mathematici Nederlandiae	Kategorio:Nederlandaj matematikistoj
Categoria:Exploratores Nederlandici	Kategorio:Nederlandaj esploristoj
Categoria:Ductores exercitus	Kategorio:Militestroj
Categoria:Physici Nederlandiae	Kategorio:Nederlandaj fizikistoj
Categoria:Musici Nederlandiae	Kategorio:Nederlandaj muzikistoj
Categoria:Cantores Nederlandiae	Kategorio:Nederlandaj kantistoj
Categoria:Scriptores Nederlandiae	Kategorio:Nederlandaj verkistoj
Categoria:Mortui 1777	Kategorio:Mortintoj en 1777
Categoria:Mortui 1793	Kategorio:Mortintoj en 1793
Categoria:Mortui 1794	Kategorio:Mortintoj en 1794
Categoria:Mortui 1703	Kategorio:Mortintoj en 1703
Categoria:Mortui 1822	Kategorio:Mortintoj en 1822
Categoria:Mortui 1549	Kategorio:Mortintoj en 1549
Categoria:1549	Kategorio:1549
Categoria:Mortui 1542	Kategorio:Mortintoj en 1542
Categoria:1718	Kategorio:1718
Categoria:Mortui 1931	Kategorio:Mortintoj en 1931
Categoria:Mortui 1827	Kategorio:Mortintoj en 1827
Categoria:Apocrypha	Kategorio:Apokrifoj
Ciconia (avis)	Cikonio
Categoria:Photographi	Kategorio:Fotistoj
Categoria:Usores ru-1	Kategorio:Vikipediisto ru-1
Categoria:Artifices Poloniae	Kategorio:Polaj artistoj
Categoria:Borbonis	Kategorio:Burbonoj
Vicipaedia:Babel	Vikipedio:Babelejo
Categoria:Formulae Germaniam spectantes	Kategorio:Ŝablono:Germanio
Categoria:Elementa architecturae	Kategorio:Arkitekturaj eroj
Aqua (molecula)	Ecoj de la akvo
Categoria:Aedificia Iraci	Kategorio:Konstruaĵoj en Irako
Categoria:Mortui 1798	Kategorio:Mortintoj en 1798
Categoria:Mortui 1829	Kategorio:Mortintoj en 1829
Categoria:Mortui 1826	Kategorio:Mortintoj en 1826
Formula:Index imperfectus	Ŝablono:Malkompleta listo
Categoria:Mortui 1799	Kategorio:Mortintoj en 1799
Categoria:Mortui 1778	Kategorio:Mortintoj en 1778
Categoria:Mortui 1547	Kategorio:Mortintoj en 1547
Categoria:Composita chemica	Kategorio:Kemiaj kombinaĵoj
Categoria:Exploratores Germanici	Kategorio:Germanaj esploristoj
Categoria:Constituta 1865	Kategorio:Aperis en 1865
Categoria:Incolae Panamae	Kategorio:Panamanoj
Categoria:Formae geometricae	Kategorio:Geometriaj formoj
Categoria:Emissarii	Kategorio:Spionoj
Categoria:Constituta 1878	Kategorio:Aperis en 1878
Categoria:Constituta 1930	Kategorio:Aperis en 1930
Categoria:Constituta 1983	Kategorio:Aperis en 1983
Categoria:Constituta 1960	Kategorio:Aperis en 1960
Categoria:Caeci	Kategorio:Blinduloj
Categoria:Incolae Cubae	Kategorio:Kubanoj
Categoria:Ludi scaenici	Kategorio:Teatraĵoj
Categoria:Mortui 1234	Kategorio:Mortintoj en 1234
Categoria:Nati 1336	Kategorio:Naskiĝintoj en 1336
Categoria:Constituta 1987	Kategorio:Aperis en 1987
Categoria:Exploratores Americae Septentrionalis	Kategorio:Esploristoj de Nordameriko
Categoria:Cardinales	Kategorio:Kardinaloj
Categoria:Vina per civitates digesta	Kategorio:Vinoj laŭ landoj
Categoria:Mortui 969	Kategorio:Mortintoj en 969
Categoria:Litterae rerum futurarum	Kategorio:Sciencfikcio
Categoria:Sacella	Kategorio:Kapeloj
Categoria:Deismus	Kategorio:Diismo
Categoria:Oeconomi Germaniae	Kategorio:Germanaj ekonomikistoj
Categoria:1687	Kategorio:1687
Categoria:1614	Kategorio:1614
Categoria:1612	Kategorio:1612
Categoria:1653	Kategorio:1653
Categoria:1672	Kategorio:1672
Categoria:1673	Kategorio:1673
Categoria:Mortui 1612	Kategorio:Mortintoj en 1612
Categoria:Mortui 1680	Kategorio:Mortintoj en 1680
Categoria:Mortui 1691	Kategorio:Mortintoj en 1691
Categoria:1691	Kategorio:1691
Categoria:Mortui 1655	Kategorio:Mortintoj en 1655
Categoria:Mortui 1659	Kategorio:Mortintoj en 1659
Categoria:Mortui 1616	Kategorio:Mortintoj en 1616
Categoria:Mortui 1614	Kategorio:Mortintoj en 1614
Categoria:Mortui 1661	Kategorio:Mortintoj en 1661
Categoria:Mortui 1686	Kategorio:Mortintoj en 1686
Categoria:1661	Kategorio:1661
Categoria:Mortui 1653	Kategorio:Mortintoj en 1653
Categoria:Mortui 88 a.C.n.	Kategorio:Mortintoj en -88
Categoria:Pedilusores Nederlandiae	Kategorio:Nederlandaj futbalistoj
Categoria:1655	Kategorio:1655
Categoria:1680	Kategorio:1680
Categoria:1684	Kategorio:1684
Formula:AR	Ŝablono:RA
Categoria:Poetae	Kategorio:Poetoj
Categoria:Provinciae Indonesiae	Kategorio:Provincoj de Indonezio
Categoria:Formulae Nederlandiam spectantes	Kategorio:Ŝablono:Nederlando
Categoria:Deae Graecae	Kategorio:Helenaj diinoj
Categoria:Theoriae	Kategorio:Teorioj
Categoria:Historia Oceaniae	Kategorio:Historio de Oceanio
Categoria:Incolae Poloniae	Kategorio:Poloj
Categoria:Aedificia Hispaniae	Kategorio:Konstruaĵoj en Hispanio
Categoria:Incolae Angliae	Kategorio:Angloj
Formula:Helvetia	Ŝablono:Svisaj kantonoj
Categoria:Usores lv	Kategorio:Vikipediisto lv
Categoria:Res militares per civitates digestae	Kategorio:Armitaj fortoj laŭ landoj
Categoria:Historia Italiae	Kategorio:Historio de Italio
Categoria:Usores mi	Kategorio:Vikipediisto mi
Categoria:Usores mi-1	Kategorio:Vikipediisto mi-1
Categoria:Universitates Romaniae	Kategorio:Universitatoj de Rumanio
Categoria:Aevum illuminationis	Kategorio:Klerismo
Categoria:Ontologia	Kategorio:Ontologio
Categoria:Comitia Italica	Kategorio:Balotoj en Italio
Categoria:Mortui 1994	Kategorio:Mortintoj en 1994
Categoria:Nati 1906	Kategorio:Naskiĝintoj en 1906
Categoria:Regiones Iaponiae	Kategorio:Regionoj de Japanio
Categoria:Mariti ducum civitatum	Kategorio:Unuaj damoj
Categoria:Geographia civitate digesta	Kategorio:Geografio laŭ landoj
Categoria:Compositores operarum	Kategorio:Operkomponistoj
Formula:Bernae pagi circuli	Ŝablono:Navigilo:Administraj distriktoj de Kantono Berno
Categoria:Locutiones Theodiscae	Kategorio:Germanaj vortoj kaj esprimoj
Categoria:Urbes Slovaciae	Kategorio:Urboj de Slovakio
Categoria:Mortui 991	Kategorio:Mortintoj en 991
Categoria:Maria	Kategorio:Maroj
Categoria:Urbes Poloniae	Kategorio:Urboj de Pollando
Categoria:Geographia Sericae	Kategorio:Geografio de Ĉinio
Categoria:Compositores per civitates digesti	Kategorio:Komponistoj laŭ landoj
Categoria:Borussia	Kategorio:Prusio
Formula:Abecedarium Graecum	Ŝablono:Grekaj literoj
Categoria:Aedificia Cambodiae	Kategorio:Konstruaĵoj en Kamboĝo
Categoria:Urbes Finniae	Kategorio:Urboj de Finnlando
Categoria:Fabaceae	Kategorio:Fabacoj
Batoidea	Rajo
Categoria:Auctores Cambrici	Kategorio:Valonlingvaj verkistoj
Mithras	Mitrao
Mechanema velocitatis mutatorium	Rapidumskatolo
Categoria:Mensura	Kategorio:Mezuro
Luxuries	Volupto
Martyr	Martiro
Categoria:Foederatae Micronesiae Civitates	Kategorio:Federacio de Mikronezio
Categoria:Photographi Italiae	Kategorio:Italaj fotistoj
Categoria:Solanales	Kategorio:Solanaloj
Categoria:Solanaceae	Kategorio:Solanacoj
Categoria:Brandenburgum	Kategorio:Brandenburgio
Categoria:Solanum	Kategorio:Solanum
Categoria:Anglia	Kategorio:Anglio
Categoria:Litterae Civitatum Foederatarum	Kategorio:Usona literaturo
Categoria:Historia Croatiae	Kategorio:Historio de Kroatio
Categoria:Transitus	Kategorio:Montpasejoj
Categoria:Histriones per civitates digesti	Kategorio:Aktoroj laŭ landoj
Categoria:Typographia	Kategorio:Tipografio
Categoria:Iesuitae	Kategorio:Jezuitoj
Categoria:Salmonidae	Kategorio:Salmonedoj
Categoria:Archosauria	Kategorio:Arkosaŭroj
Pinoculus	Pinokjo (rolulo)
Categoria:Fauna per civitates digesta	Kategorio:Faŭno laŭ landoj
Categoria:Scripta per annos digesta	Kategorio:Literaturo laŭ jaroj
Categoria:Saxifragales	Kategorio:Saksifragaloj
Categoria:Diagnosis medica	Kategorio:Medicinaj testoj
Categoria:Municipia in provincia Vicetiae	Kategorio:Komunumoj de Provinco Vicenza
Categoria:Municipia in provincia Patavii	Kategorio:Komunumoj de Provinco Padovo
Formula:Google Books	Ŝablono:Google Books
Categoria:Legati ad Conventum Nationalem Franciae	Kategorio:Francaj deputitoj
Categoria:Mortui 2009	Kategorio:Mortintoj en 2009
Categoria:Formulae Argentinam spectantes	Kategorio:Ŝablono:Argentino
Categoria:Regalis Societas Londiniensis	Kategorio:Reĝa Societo de Londono
Categoria:Oases	Kategorio:Oazoj
Categoria:Universitates Hispaniae	Kategorio:Universitatoj de Hispanio
Categoria:Municipia in provincia Panormi	Kategorio:Komunumoj de Provinco Palermo
Categoria:Niue	Kategorio:Niuo
Categoria:Anguilla (insula)	Kategorio:Angvilo
Categoria:Reges Siciliae	Kategorio:Reĝoj de Sicilio
Categoria:Marchia Anconitana	Kategorio:Markio
Categoria:Metaphysica	Kategorio:Metafiziko
Categoria:Cogitatio	Kategorio:Pensado
Categoria:Rutaceae	Kategorio:Rutacoj
Categoria:Philosophia analytica	Kategorio:Analiza filozofio
Categoria:Nati 1161	Kategorio:Naskiĝintoj en 1161
Categoria:Religiones monotheisticae	Kategorio:Monoteismaj religioj
Categoria:Nati 1148	Kategorio:Naskiĝintoj en 1148
Categoria:Mortui 1216	Kategorio:Mortintoj en 1216
Categoria:Historia Georgiae	Kategorio:Historio de Kartvelio
Categoria:Millennia	Kategorio:Jarmiloj
Categoria:Communia praefecturae Litorum ad Mare	Kategorio:Komunumoj de Côtes-d'Armor
Categoria:Municipia	Kategorio:Municipoj
Categoria:Toxicologia	Kategorio:Toksologio
Categoria:Taxinomia	Kategorio:Taksonomio
Petrus I (discretiva)	Petro la 1-a
Categoria:Machinatores Franciae	Kategorio:Francaj inĝenieroj
Categoria:Municipia in provincia Salerni	Kategorio:Komunumoj de Provinco Salerno
Categoria:Cultura Arabica	Kategorio:Araba kulturo
Categoria:Informatica	Kategorio:Komputiko
Categoria:Genera litterarum	Kategorio:Literaturaj ĝenroj
Categoria:Flores	Kategorio:Floroj
Categoria:Usores nds	Kategorio:Vikipediisto nds
Categoria:Usores nds-1	Kategorio:Vikipediisto nds-1
Formula:LuxemburgumVex	Ŝablono:LUX
Categoria:Usores nds-2	Kategorio:Vikipediisto nds-2
Categoria:Usores nds-nl	Kategorio:Vikipediisto nds-NL
Formula:Coord/dms2dec	Ŝablono:Koord/gmsaldek
Categoria:Acida mineralia	Kategorio:Neorganikaj acidoj
Categoria:Provincia Bellunensis	Kategorio:Provinco Belluno
Categoria:Provincia Tarvisana	Kategorio:Provinco Treviso
Categoria:Provincia Veronensis	Kategorio:Provinco Verona
Categoria:Provincia Rodigina	Kategorio:Provinco Rovigo
Categoria:Provincia Veneta	Kategorio:Provinco Venezia
Categoria:Provincia Patavina	Kategorio:Provinco Padovo
Categoria:Scriptores Angliae	Kategorio:Anglaj verkistoj
Categoria:Religiosa Amicorum Sodalitas	Kategorio:Kvakerismo
Formula:Yes2	Ŝablono:Jes2
Categoria:Pelliculae animatae	Kategorio:Animaciaj filmoj
Categoria:Verona	Kategorio:Verono
Categoria:Universitates Croatiae	Kategorio:Universitatoj de Kroatio
Categoria:Ducatus	Kategorio:Duklandoj
Categoria:Ornithologia	Kategorio:Ornitologio
Categoria:1388	Kategorio:1388
Categoria:1453	Kategorio:1453
Categoria:Tokium	Kategorio:Tokio
Categoria:Hokkaidō	Kategorio:Hokajdo
Categoria:Quantunia	Kategorio:Gŭangdongo
Categoria:Xansia	Kategorio:Ŝanŝio
Categoria:Sichuan	Kategorio:Siĉuano
Categoria:Liaoning	Kategorio:Ljaŭningo
Categoria:Xensia	Kategorio:Ŝenŝjio
Categoria:Anhui	Kategorio:Anhujo
Categoria:Quiansia	Kategorio:Jianĝi
Categoria:Jiangsu	Kategorio:Ĝjangsuo
Categoria:Fujian	Kategorio:Fuĝjano
Categoria:Hebei	Kategorio:Hebejo
Categoria:Heilongjiang	Kategorio:Hejlongĝjango
Categoria:Kyotum	Kategorio:Kioto
Categoria:Philosophi Austriae	Kategorio:Aŭstraj filozofoj
Categoria:Nati 980	Kategorio:Naskiĝintoj en 980
Categoria:Mortui 1037	Kategorio:Mortintoj en 1037
Categoria:Deus	Kategorio:Dio
Categoria:Constituta 1972	Kategorio:Aperis en 1972
Categoria:9	Kategorio:9
Categoria:Antipapae	Kategorio:Kontraŭpapoj
Categoria:Societates civitatum	Kategorio:Internaciaj organizaĵoj
Categoria:Mortui 17	Kategorio:Mortintoj en 17
Categoria:Geographia physica	Kategorio:Fizika geografio
Categoria:Nati 18	Kategorio:Naskiĝintoj en 18
Categoria:Entomologia	Kategorio:Entomologio
Categoria:Arthropoda	Kategorio:Artropodoj
Categoria:Mortui 23	Kategorio:Mortintoj en 23
Categoria:Industria	Kategorio:Industrio
Categoria:Nati 30	Kategorio:Naskiĝintoj en 30
Categoria:Nati 32	Kategorio:Naskiĝintoj en 32
Categoria:Inventores	Kategorio:Inventistoj
Categoria:Mortui 33	Kategorio:Mortintoj en 33
Categoria:Respublica Dominicana	Kategorio:Domingo
Categoria:Nati 37	Kategorio:Naskiĝintoj en 37
Categoria:Scriptores Peruviae	Kategorio:Peruaj verkistoj
Categoria:Nati 40	Kategorio:Naskiĝintoj en 40
Categoria:Mortui 41	Kategorio:Mortintoj en 41
Categoria:Hydrologia	Kategorio:Hidrologio
Categoria:Aqua	Kategorio:Akvo
Categoria:Mortui 44	Kategorio:Mortintoj en 44
Categoria:Instituta	Kategorio:Institutoj
Categoria:Nati 46	Kategorio:Naskiĝintoj en 46
Categoria:1456	Kategorio:1456
Categoria:Nati 51	Kategorio:Naskiĝintoj en 51
Categoria:Nati 53	Kategorio:Naskiĝintoj en 53
Categoria:Nati 61	Kategorio:Naskiĝintoj en 61
Categoria:Mortui 61	Kategorio:Mortintoj en 61
Categoria:Mortui 62	Kategorio:Mortintoj en 62
Categoria:Mortui 65	Kategorio:Mortintoj en 65
Categoria:Mortui 67	Kategorio:Mortintoj en 67
Categoria:Mortui 69	Kategorio:Mortintoj en 69
Categoria:Nati 86	Kategorio:Naskiĝintoj en 86
Categoria:Historia Americae	Kategorio:Historio de Ameriko
Categoria:Mortui 93	Kategorio:Mortintoj en 93
Categoria:Mortui 96	Kategorio:Mortintoj en 96
Categoria:Mortui 97	Kategorio:Mortintoj en 97
Categoria:Caput et collum humana	Kategorio:Homaj kapo kaj kolo
Categoria:Mortui 99	Kategorio:Mortintoj en 99
Categoria:Lythraceae	Kategorio:Litrumacoj
Categoria:Nati 100	Kategorio:Naskiĝintoj en 100
Categoria:Mortui 101	Kategorio:Mortintoj en 101
Categoria:Mortui 103	Kategorio:Mortintoj en 103
Categoria:Mortui 106	Kategorio:Mortintoj en 106
Categoria:Mortui 115	Kategorio:Mortintoj en 115
Categoria:Mortui 117	Kategorio:Mortintoj en 117
Categoria:Nati 121	Kategorio:Naskiĝintoj en 121
Categoria:Nati 126	Kategorio:Naskiĝintoj en 126
Categoria:Nati 130	Kategorio:Naskiĝintoj en 130
Categoria:Mortui 136	Kategorio:Mortintoj en 136
Categoria:Mortui 138	Kategorio:Mortintoj en 138
Categoria:Linguae Caucasicae	Kategorio:Kaŭkaza lingvaro
Categoria:Nati 146	Kategorio:Naskiĝintoj en 146
Categoria:Nati 1588	Kategorio:Naskiĝintoj en 1588
Categoria:Mortui 1679	Kategorio:Mortintoj en 1679
Categoria:Mortui 161	Kategorio:Mortintoj en 161
Categoria:Mortui 1768	Kategorio:Mortintoj en 1768
Categoria:Mortui 1682	Kategorio:Mortintoj en 1682
Categoria:Nati 1604	Kategorio:Naskiĝintoj en 1604
Categoria:Mortui 1055	Kategorio:Mortintoj en 1055
Categoria:Taxaceae	Kategorio:Taksusacoj
Categoria:Nati 165	Kategorio:Naskiĝintoj en 165
Categoria:Sapindales	Kategorio:Sapindaloj
Categoria:Ebenaceae	Kategorio:Ebonacoj
Categoria:Rosa	Kategorio:Rozoj
Categoria:1604	Kategorio:1604
Categoria:Dolor	Kategorio:Doloro
Categoria:Nati 170	Kategorio:Naskiĝintoj en 170
Categoria:Defectiones	Kategorio:Eklipsoj
Categoria:Regiones Slovaciae	Kategorio:Regionoj de Slovakio
Categoria:Circuli Slovaciae	Kategorio:Distriktoj de Slovakio
Formula:Regiones Slovaciae	Ŝablono:Regionoj de Slovakio
Categoria:Mortui 180	Kategorio:Mortintoj en 180
Categoria:Nati 185	Kategorio:Naskiĝintoj en 185
Categoria:Mortui 192	Kategorio:Mortintoj en 192
Categoria:Carnivora	Kategorio:Karnomanĝuloj
Categoria:Mortui 199	Kategorio:Mortintoj en 199
Categoria:Nati 200	Kategorio:Naskiĝintoj en 200
Categoria:Nati 205	Kategorio:Naskiĝintoj en 205
Categoria:Nati 206	Kategorio:Naskiĝintoj en 206
Categoria:Nati 208	Kategorio:Naskiĝintoj en 208
Categoria:209	Kategorio:209
Categoria:Mortui 211	Kategorio:Mortintoj en 211
Categoria:Nati 214	Kategorio:Naskiĝintoj en 214
Categoria:216	Kategorio:216
Categoria:Nati 216	Kategorio:Naskiĝintoj en 216
Categoria:Mortui 217	Kategorio:Mortintoj en 217
Categoria:Mortui 218	Kategorio:Mortintoj en 218
